OID_,VehicleMeters_EngineSeconds,SpinnerDialSetting,OBDIIMessages,Temperatures_RoadTemp,VDTMessages,LiquidSetting,ReportTime,UnloadFunction,LiquidRateIndex,PrewetRateIndex,UnitsOfMeasure,SpeedMetersPerSecond,SpreaderStatus,Location_Longitude,LiquidMode,PositionId,GranularMode,GranularSetting,objectid_1,globalid,ControllerDistance,GranularTotal,InputStatuses,PrewetMode,LiquidTotal,VehicleMeters_IdleSeconds,IgnitionStatusOn,GateSetting,CANMessages,PrewetTotal,SpreaderInfo,GranularRateIndex,HeadingDegrees,VehicleId,Location_Latitude,VehicleMeters_OdometerMeters,PrewetMaterial,ErrorStatus,DriverId,GranularMaterial,Temperatures_AirTemp,PrewetSetting
30,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,323461,{1111E9B2-F8E1-19D0-E254-CB3BD55BDDA9},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
31,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,324591,{66637240-C95F-618E-431E-93FAB28A3FCD},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
32,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,325863,{0B709994-7BC9-D55B-A550-608C9D435554},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
33,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,325891,{2EE3BC80-7A59-D433-F3E7-891BF11842E9},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
34,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,328299,{B3C4C63E-4B72-4B04-2A15-E25C6C44A564},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
35,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,328167,{5977FD73-A8D9-E420-453E-95A3773698E5},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
36,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,331723,{ACE85C3C-1BC1-D161-E743-9C57837640B9},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
37,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,331897,{2AEADD62-58DB-0AE7-0FFD-F60CF6AEE3E6},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
38,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,332083,{9A95226E-2930-6DCC-CEEB-8D288BDDD086},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
39,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,332428,{B8045AD6-B29E-424D-9049-B5C3DD5F4506},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
40,2518128.000000000000000,3.000000000000000,,0.000000000000000,,,1612483285000,,,1,E,13.000000000000000,S,-88.110619999999997,,,C,250,334100,{7A146567-52DB-1991-9503-033BDA2A652E},,,,C,,1345440.000000000000000,true,,,,1,4,270.000000000000000,H 76,41.808729999999997,8324380.000000000000000,PWT1,0,,SALT,0.000000000000000,12.0
