OID_,VehicleMeters_EngineSeconds,SpinnerDialSetting,OBDIIMessages,Temperatures_RoadTemp,VDTMessages,LiquidSetting,ReportTime,UnloadFunction,LiquidRateIndex,PrewetRateIndex,UnitsOfMeasure,SpeedMetersPerSecond,SpreaderStatus,Location_Longitude,LiquidMode,PositionId,GranularMode,GranularSetting,objectid_1,globalid,ControllerDistance,GranularTotal,InputStatuses,PrewetMode,LiquidTotal,VehicleMeters_IdleSeconds,IgnitionStatusOn,GateSetting,CANMessages,PrewetTotal,SpreaderInfo,GranularRateIndex,HeadingDegrees,VehicleId,Location_Latitude,VehicleMeters_OdometerMeters,PrewetMaterial,ErrorStatus,DriverId,GranularMaterial,Temperatures_AirTemp,PrewetSetting
1458,677551.000000000000000,6.000000000000000,,31.000000000000000,,,1612484777000,,,,E,1.000000000000000,S,-88.185069999999996,,,C,350,321804,{2EB403E5-1DD6-28D6-E126-5A0C93578DB0},,,,,,347538.000000000000000,true,,,,,6,198.000000000000000,JHJW4378,41.962670000000003,4143215.000000000000000,,,,SALT,33.000000000000000,0
1459,694666.000000000000000,4.000000000000000,,-60.000000000000000,,,1612484778000,,,,E,10.000000000000000,S,-88.051400000000001,,,C,250,321811,{3B8BD47B-4D77-B2CE-A91D-69BD98367C6E},,,,,,322629.000000000000000,true,,,,,4,284.000000000000000,H80,41.934220000000003,4384262.000000000000000,,,,SALT,90.000000000000000,10
1460,1492047.000000000000000,0.000000000000000,,0.000000000000000,,,1612484783000,,,0,E,9.000000000000000,O,-88.018670000000000,,,C,0,321833,{738B9CC8-F2E7-54B1-3851-5156F71C33BF},,,,C,,575331.000000000000000,true,,,,1,0,268.000000000000000,H_60,41.751069999999999,6687533.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1461,1140476.000000000000000,2.000000000000000,,0.000000000000000,,,1612484784000,,,,E,10.000000000000000,S,-88.019080000000002,,,M,40,321822,{83F7BD5F-CEA6-19E0-3188-DC11F45585EB},,,,,,555947.000000000000000,true,,,,,4,266.000000000000000,H81,41.751030000000000,6522472.000000000000000,,,,SALT,0.000000000000000,
1462,1861639.000000000000000,2.000000000000000,,35.000000000000000,,0,1612484785000,,0,0,E,13.000000000000000,S,-88.151700000000005,C,,C,250,321789,{A29F3122-AEB3-5623-CAB2-1BDD56AFADBD},,,,C,,890336.000000000000000,true,,,,1,4,180.000000000000000,LL451304,41.965229999999998,6769042.000000000000000,PWT1,0,,SALT,32.000000000000000,0
1463,1861639.000000000000000,2.000000000000000,,35.000000000000000,,0,1612484785000,,0,0,E,13.000000000000000,S,-88.151700000000005,C,,C,250,321830,{A5AF070F-2515-4C26-A4AD-462EEE150A51},,,,C,,890336.000000000000000,true,,,,1,4,180.000000000000000,LL451304,41.965229999999998,6769042.000000000000000,PWT1,0,,SALT,32.000000000000000,0
1464,985911.000000000000000,4.000000000000000,,32.000000000000000,,,1612484785000,,,,E,6.000000000000000,S,-87.939729999999997,,,C,400,321805,{7522081F-12CA-B556-AAA1-51386858973B},,,,,,441591.000000000000000,true,,,,,7,186.000000000000000,H61,41.976070000000000,6189698.000000000000000,,,,SALT,32.000000000000000,20.0
1465,1415570.000000000000000,4.000000000000000,,33.000000000000000,,,1612484785000,,,,E,6.000000000000000,S,-87.939779999999999,,,M,30,321809,{94008CBC-A0B5-1781-268A-73F6705EF575},,,,,,712724.000000000000000,true,,,,,3,176.000000000000000,JHJW4376,41.976270000000000,8409083.000000000000000,,,,SALT,33.000000000000000,0
1466,949866.000000000000000,4.000000000000000,,31.000000000000000,,,1612484788000,,,,E,9.000000000000000,S,-87.962750000000000,,,C,200,321806,{DDF9A053-27B4-0D6B-8A19-B86C4C497C19},,,,,,395475.000000000000000,true,,,,,3,36.000000000000000,H78,41.924169999999997,5920638.000000000000000,,,,SALT,32.000000000000000,12.0
1467,7136653.000000000000000,0.000000000000000,,0.000000000000000,,,1612484790000,,,0,E,12.000000000000000,O,-88.065619999999996,,,C,0,321835,{DA02AC3E-CD5C-CF58-2EAC-E408120F55EA},,,,C,,766586.000000000000000,true,,,,1,0,162.000000000000000,H 69,41.761969999999998,41204414.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1468,203686.000000000000000,5.000000000000000,,36.000000000000000,,,1612484790000,,,,E,8.000000000000000,S,-88.063670000000002,,,C,250,321827,{A6CF198F-24C1-C7D8-5EEB-BE6DCB075A46},,,,,,125659.000000000000000,true,,,,,4,92.000000000000000,H 66,41.786870000000000,928759.000000000000000,,,,SALT,36.000000000000000,0
1469,656631.000000000000000,3.000000000000000,,31.000000000000000,,,1612484790000,,,,E,14.000000000000000,S,-88.150630000000007,,,C,200,321813,{913B53F4-AF65-79A2-13A4-6A145E2478C1},,,,,,385971.000000000000000,true,,,,,3,0.000000000000000,H85,41.901220000000002,3269822.000000000000000,,,,SALT,32.000000000000000,0
1470,1998123.000000000000000,3.000000000000000,,0.000000000000000,,,1612484791000,,,0,E,2.000000000000000,S,-88.136679999999998,,,C,250,321802,{F2BB2057-08A6-25C0-973D-78DE570A779D},,,,C,,1004666.000000000000000,true,,,,1,4,350.000000000000000,TRUCK 1,41.773280000000000,6312522.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1471,1140496.000000000000000,2.000000000000000,,0.000000000000000,,,1612484804000,,,,E,5.000000000000000,S,-88.021299999999997,,,M,40,321855,{D5C1356D-2026-8A23-AECB-FAF50F587417},,,,,,555947.000000000000000,true,,,,,4,286.000000000000000,H81,41.750950000000003,6522650.000000000000000,,,,SALT,0.000000000000000,
1472,1415590.000000000000000,4.000000000000000,,33.000000000000000,,,1612484805000,,,,E,9.000000000000000,S,-87.939800000000005,,,M,30,321850,{FCCE357F-67D9-AC59-39AA-DA46CFBDAAE6},,,,,,712724.000000000000000,true,,,,,3,178.000000000000000,JHJW4376,41.974719999999998,8409253.000000000000000,,,,SALT,33.000000000000000,0
1473,656651.000000000000000,3.000000000000000,,31.000000000000000,,,1612484810000,,,,E,12.000000000000000,S,-88.150499999999994,,,C,200,321843,{71C046E9-651C-F9DF-E919-0C03FC96F614},,,,,,385971.000000000000000,true,,,,,3,0.000000000000000,H85,41.903799999999997,3270110.000000000000000,,,,SALT,32.000000000000000,0
1474,203706.000000000000000,5.000000000000000,,36.000000000000000,,,1612484810000,,,,E,7.000000000000000,S,-88.061850000000007,,,C,250,321866,{DB3476D9-7244-0067-2505-E8112BED0939},,,,,,125659.000000000000000,true,,,,,4,96.000000000000000,H 66,41.786729999999999,928919.000000000000000,,,,SALT,36.000000000000000,0
1475,1492108.000000000000000,6.000000000000000,,0.000000000000000,,,1612484814000,,,0,E,9.000000000000000,S,-88.021900000000002,,,C,200,321869,{126C8C8F-9499-7D90-228A-F2004D5654E1},,,,C,,575331.000000000000000,true,,,,1,3,268.000000000000000,H_60,41.750999999999998,6687805.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1476,1861699.000000000000000,2.000000000000000,,35.000000000000000,,0,1612484815000,,0,0,E,13.000000000000000,S,-88.151719999999997,C,,C,250,321852,{1D0165BA-7031-4251-7A18-FA80BADBD9DA},,,,C,,890336.000000000000000,true,,,,1,4,182.000000000000000,LL451304,41.961829999999999,6769394.000000000000000,PWT1,0,,SALT,32.000000000000000,0
1477,985942.000000000000000,4.000000000000000,,32.000000000000000,,,1612484816000,,,,E,7.000000000000000,S,-87.939679999999996,,,C,400,321846,{5C6A64C5-418F-0030-3F76-924242749BBE},,,,,,441591.000000000000000,true,,,,,7,180.000000000000000,H61,41.973550000000003,6189989.000000000000000,,,,SALT,32.000000000000000,20.0
1478,949894.000000000000000,4.000000000000000,,31.000000000000000,,,1612484816000,,,,E,1.000000000000000,S,-87.961230000000000,,,C,200,321847,{A163979A-CC99-985B-78E1-ED7B46918A16},,,,,,395475.000000000000000,true,,,,,3,290.000000000000000,H78,41.925800000000002,5920847.000000000000000,,,,SALT,32.000000000000000,12.0
1479,1243737.000000000000000,0.000000000000000,,31.000000000000000,,,1612484817000,,,,E,1.000000000000000,O,-88.014279999999999,,,C,0,321848,{6DF87087-A26D-B470-18DC-43BFC1684A0C},,,,,,575855.000000000000000,true,,,,,0,4.000000000000000,JHJW4377,41.829979999999999,7602589.000000000000000,,,,SALT,32.000000000000000,0
1480,677591.000000000000000,6.000000000000000,,31.000000000000000,,,1612484817000,,,,E,13.000000000000000,S,-88.185500000000005,,,C,350,321838,{CA94EA0E-3F83-AD7E-2E49-B55B9D5B91BF},,,,,,347538.000000000000000,true,,,,,6,166.000000000000000,JHJW4378,41.958919999999999,4143608.000000000000000,,,,SALT,33.000000000000000,0
1481,1998177.000000000000000,0.000000000000000,,0.000000000000000,,,1612484818000,,,0,E,1.000000000000000,O,-88.136719999999997,,,C,0,321836,{294313E3-F285-2A48-6993-580A5A3048A7},,,,C,,1004686.000000000000000,true,,,,1,0,4.000000000000000,TRUCK 1,41.773769999999999,6312573.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1482,7136711.000000000000000,0.000000000000000,,0.000000000000000,,,1612484819000,,,0,E,8.000000000000000,O,-88.064030000000002,,,C,0,321871,{06EE7631-ABF8-8DED-2651-6F61ECDFBB6E},,,,C,,766586.000000000000000,true,,,,1,0,64.000000000000000,H 69,41.761119999999998,41204632.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1483,694707.000000000000000,2.000000000000000,,-67.000000000000000,,,1612484819000,,,,E,10.000000000000000,S,-88.054169999999999,,,C,200,321841,{2F3C5E56-6AE5-644B-8865-D40760780BBE},,,,,,322629.000000000000000,true,,,,,4,0.000000000000000,H80,41.935949999999998,4384641.000000000000000,,,,SALT,91.000000000000000,10
1484,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,322172,{52920BE4-3297-7980-1CA5-266BFD8B349C},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1485,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,322040,{8F97568A-E187-9E6B-6559-59EA1AF52DD7},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1486,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,322111,{167706AA-2424-A77E-9EAE-A6AE82D58378},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1487,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,321901,{33D91C98-508F-7006-2F18-C77F19ED156A},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1488,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,321926,{E70305E9-D99E-775C-A3C5-B254D7F9F1A4},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1489,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,321967,{35D90AEA-7308-AF09-0B44-F4DA5AB375DD},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1490,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,322156,{68E53C14-A9A6-0872-8B02-1ED46213EE5C},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1491,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,322070,{374A9C87-F5A6-625A-B1B1-1AE947A659C8},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1492,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,322321,{8BA09D21-F443-0E1E-6AFC-239E52D640C7},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1493,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,322248,{4EB2FF92-B979-3D0B-443E-542C3A80F8C5},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1494,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,322279,{E86BB0CD-EAF0-F2A1-FCC4-228EF356135D},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1495,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,322009,{61142FE4-7406-672A-ECC2-1E8AB5D8CCA8},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1496,1243744.000000000000000,0.000000000000000,,31.000000000000000,,,1612484824000,,,,E,0.000000000000000,O,-88.014300000000006,,,C,0,322214,{1B983D8B-286E-B1F5-C976-BB8427C22082},,,,,,575855.000000000000000,true,,,,,0,8.000000000000000,JHJW4377,41.830170000000003,7602589.000000000000000,,,,SALT,32.000000000000000,0
1497,985962.000000000000000,4.000000000000000,,32.000000000000000,,,1612484836000,,,,E,8.000000000000000,S,-87.939679999999996,,,C,400,321899,{E5077CED-C9D1-B1F3-AD7E-2FBC7869B875},,,,,,441591.000000000000000,true,,,,,7,180.000000000000000,H61,41.972600000000000,6190095.000000000000000,,,,SALT,32.000000000000000,20.0
1498,677611.000000000000000,6.000000000000000,,31.000000000000000,,,1612484837000,,,,E,11.000000000000000,S,-88.184629999999999,,,C,350,321878,{96D298F6-84C7-B21C-DF33-5832EEC98000},,,,,,347538.000000000000000,true,,,,,6,160.000000000000000,JHJW4378,41.956980000000001,4143876.000000000000000,,,,SALT,33.000000000000000,0
1499,5056890.000000000000000,4.000000000000000,,32.000000000000000,,0,1612484842000,,0,,E,0.000000000000000,S,-88.167320000000004,C,,C,150,321877,{1124D6A1-203D-0FC4-2CA2-99DA56F9BFC4},,,,,,2786070.000000000000000,true,,,,1,2,172.000000000000000,TRUCK 1,41.804450000000003,18131267.000000000000000,,0,,SALT,32.000000000000000,
1500,949920.000000000000000,4.000000000000000,,31.000000000000000,,,1612484842000,,,,E,9.000000000000000,S,-87.962019999999995,,,C,200,321900,{FC5C0993-3AFF-62AF-8047-CECA71AACF50},,,,,,395475.000000000000000,true,,,,,3,214.000000000000000,H78,41.925080000000001,5920901.000000000000000,,,,SALT,32.000000000000000,12.0
1501,1239107.000000000000000,4.000000000000000,,31.000000000000000,,0,1612484842000,,0,1,E,0.000000000000000,S,-88.167270000000002,C,,C,300,321895,{DB1065BF-F5BC-21E3-B18E-950D8B38C73D},,,,C,,691195.000000000000000,true,,,,1,5,204.000000000000000,LL450322,41.804279999999999,3156434.000000000000000,PWT1,0,,SALT,34.000000000000000,12.0
1502,1140536.000000000000000,2.000000000000000,,0.000000000000000,,,1612484844000,,,,E,2.000000000000000,S,-88.025350000000003,,,M,40,321879,{D8971EF4-3B9D-F97F-9D2A-58A671A474D4},,,,,,555947.000000000000000,true,,,,,4,284.000000000000000,H81,41.750880000000002,6522989.000000000000000,,,,SALT,0.000000000000000,
1503,1492168.000000000000000,6.000000000000000,,0.000000000000000,,,1612484844000,,,0,E,3.000000000000000,S,-88.025149999999996,,,C,200,321896,{7C17CC9C-72D6-1653-9A52-F6E373795984},,,,C,,575331.000000000000000,true,,,,1,3,278.000000000000000,H_60,41.750900000000001,6688091.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1504,694732.000000000000000,2.000000000000000,,-67.000000000000000,,,1612484845000,,,,E,10.000000000000000,S,-88.054130000000001,,,C,200,321905,{BA13C8E6-26C1-3B53-34CF-102029BCEA7D},,,,,,322629.000000000000000,true,,,,,3,358.000000000000000,H80,41.938479999999998,4384914.000000000000000,,,,SALT,91.000000000000000,10
1505,1415630.000000000000000,4.000000000000000,,33.000000000000000,,,1612484845000,,,,E,10.000000000000000,S,-87.939779999999999,,,M,30,321903,{826B819A-61F5-5045-C4D1-A2837266944F},,,,,,712724.000000000000000,true,,,,,3,180.000000000000000,JHJW4376,41.972000000000001,8409589.000000000000000,,,,SALT,33.000000000000000,0
1506,1861760.000000000000000,2.000000000000000,,35.000000000000000,,0,1612484846000,,0,0,E,13.000000000000000,S,-88.151669999999996,C,,C,250,321893,{118234BC-D456-0137-2E4E-8471B0421F00},,,,C,,890336.000000000000000,true,,,,1,4,170.000000000000000,LL451304,41.958129999999997,6769835.000000000000000,PWT1,0,,SALT,32.000000000000000,0
1507,843742.000000000000000,5.000000000000000,,30.000000000000000,,,1612484846000,,,,E,1.000000000000000,S,-88.188500000000005,,,C,300,321906,{6B7E0912-8D10-BA18-883D-EB98BD88FB3F},,,,,,441147.000000000000000,true,,,,,5,0.000000000000000,H82,41.806680000000000,4320511.000000000000000,,,,SALT,31.000000000000000,0
1508,339376.000000000000000,10.000000000000000,,30.000000000000000,,,1612484847000,,,,E,1.000000000000000,S,-88.188450000000003,,,C,250,321872,{BB3A333E-FE60-C9DC-68E9-E074CBAE48E5},,,,,,220552.000000000000000,true,,,,,4,356.000000000000000,74,41.806550000000001,1369067.000000000000000,,,,SALT,33.000000000000000,0
1509,1998235.000000000000000,0.000000000000000,,0.000000000000000,,,1612484847000,,,0,E,2.000000000000000,O,-88.136780000000002,,,C,0,321876,{EB3832EA-5300-A8D7-E29D-974F27B32BBF},,,,C,,1004692.000000000000000,true,,,,1,0,308.000000000000000,TRUCK 1,41.774529999999999,6312625.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1510,656689.000000000000000,3.000000000000000,,31.000000000000000,,,1612484848000,,,,E,13.000000000000000,S,-88.147829999999999,,,C,200,321907,{0D10E001-8513-E0D2-96C3-B466E2A095EC},,,,,,385971.000000000000000,true,,,,,3,108.000000000000000,H85,41.904100000000000,3270439.000000000000000,,,,SALT,32.000000000000000,0
1511,7136771.000000000000000,0.000000000000000,,0.000000000000000,,,1612484849000,,,0,E,12.000000000000000,O,-88.060550000000006,,,C,0,321898,{519BE482-765A-B0CC-A7DB-E71DDCFC0334},,,,C,,766586.000000000000000,true,,,,1,0,56.000000000000000,H 69,41.762680000000003,41204978.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1512,203746.000000000000000,5.000000000000000,,36.000000000000000,,,1612484850000,,,,E,8.000000000000000,S,-88.057670000000002,,,C,250,321882,{E87AAAC5-795E-1BCD-212D-1FEDD8169D3D},,,,,,125659.000000000000000,true,,,,,4,104.000000000000000,H 66,41.786220000000000,929243.000000000000000,,,,SALT,36.000000000000000,0
1513,1140556.000000000000000,2.000000000000000,,0.000000000000000,,,1612484864000,,,,E,10.000000000000000,S,-88.026970000000006,,,M,40,321942,{C766FF69-4BC1-BC57-9B9C-AE3C171F651F},,,,,,555947.000000000000000,true,,,,,4,266.000000000000000,H81,41.750869999999999,6523099.000000000000000,,,,SALT,0.000000000000000,
1514,656709.000000000000000,3.000000000000000,,33.000000000000000,,,1612484868000,,,,E,13.000000000000000,S,-88.144850000000005,,,C,200,321938,{2E96BC21-62BE-D486-57D7-6015944ECF85},,,,,,385971.000000000000000,true,,,,,3,108.000000000000000,H85,41.903329999999997,3270701.000000000000000,,,,SALT,32.000000000000000,20.0
1515,694757.000000000000000,2.000000000000000,,-67.000000000000000,,,1612484870000,,,,E,3.000000000000000,S,-88.054029999999997,,,C,200,321936,{63C35218-A1F8-652D-4572-EA7234EB8822},,,,,,322629.000000000000000,true,,,,,3,48.000000000000000,H80,41.940370000000001,4385132.000000000000000,,,,SALT,91.000000000000000,10
1516,203766.000000000000000,5.000000000000000,,36.000000000000000,,,1612484870000,,,,E,7.000000000000000,S,-88.055570000000003,,,C,250,321930,{3895F66F-6E13-5092-2F21-F877C72FF5F9},,,,,,125659.000000000000000,true,,,,,4,100.000000000000000,H 66,41.785899999999998,929407.000000000000000,,,,SALT,36.000000000000000,0
1517,949952.000000000000000,4.000000000000000,,31.000000000000000,,,1612484874000,,,,E,0.000000000000000,S,-87.963999999999999,,,C,200,321925,{69BB523C-AF62-C62A-F231-0D8EC7361433},,,,,,395475.000000000000000,true,,,,,3,228.000000000000000,H78,41.923220000000001,5921125.000000000000000,,,,SALT,32.000000000000000,12.0
1518,1492228.000000000000000,6.000000000000000,,0.000000000000000,,,1612484874000,,,0,E,9.000000000000000,S,-88.027969999999996,,,C,200,321939,{ACBD7AAE-351E-E4B6-2E3A-4E83ED3BC01D},,,,C,,575331.000000000000000,true,,,,1,3,266.000000000000000,H_60,41.750850000000000,6688303.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1519,843771.000000000000000,5.000000000000000,,30.000000000000000,,,1612484875000,,,,E,8.000000000000000,S,-88.190529999999995,,,C,300,321937,{C4F555DE-7E6D-A990-EA96-0028622E36F1},,,,,,441147.000000000000000,true,,,,,5,286.000000000000000,H82,41.807350000000000,4320678.000000000000000,,,,SALT,31.000000000000000,0
1520,1861820.000000000000000,2.000000000000000,,35.000000000000000,,0,1612484876000,,0,0,E,12.000000000000000,S,-88.150049999999993,C,,C,250,321933,{0DE72DD4-D63B-040D-FCD0-ADBC44B2C46B},,,,C,,890336.000000000000000,true,,,,1,4,168.000000000000000,LL451304,41.954929999999997,6770169.000000000000000,PWT1,0,,SALT,32.000000000000000,0
1521,986002.000000000000000,4.000000000000000,,32.000000000000000,,,1612484876000,,,,E,11.000000000000000,S,-87.939670000000007,,,C,400,321924,{EAD17BAC-E0C4-666E-B10B-2FA98D4FD8E3},,,,,,441591.000000000000000,true,,,,,7,178.000000000000000,H61,41.968930000000000,6190489.000000000000000,,,,SALT,32.000000000000000,20.0
1522,1415662.000000000000000,4.000000000000000,,34.000000000000000,,,1612484876000,,,,E,11.000000000000000,S,-87.939729999999997,,,M,30,321928,{EEE85662-78EE-AB7C-2A40-A6FC9878CF3D},,,,,,712724.000000000000000,true,,,,,3,178.000000000000000,JHJW4376,41.969099999999997,8409924.000000000000000,,,,SALT,32.000000000000000,0
1523,677651.000000000000000,6.000000000000000,,31.000000000000000,,,1612484877000,,,,E,11.000000000000000,S,-88.184269999999998,,,C,350,321914,{B7F8774F-E908-B1A3-E4D4-E2E093F5175D},,,,,,347538.000000000000000,true,,,,,6,178.000000000000000,JHJW4378,41.952500000000001,4144333.000000000000000,,,,SALT,33.000000000000000,0
1524,339407.000000000000000,10.000000000000000,,30.000000000000000,,,1612484878000,,,,E,9.000000000000000,S,-88.190579999999997,,,C,250,321908,{55069A3D-605B-A43C-CDA6-A6F0F4B0E192},,,,,,220552.000000000000000,true,,,,,4,282.000000000000000,74,41.807400000000001,1369287.000000000000000,,,,SALT,33.000000000000000,0
1525,7136831.000000000000000,0.000000000000000,,0.000000000000000,,,1612484879000,,,0,E,7.000000000000000,O,-88.056979999999996,,,C,0,321941,{C1D17021-7E17-D62A-8409-6E938F807AAA},,,,C,,766586.000000000000000,true,,,,1,0,48.000000000000000,H 69,41.764780000000002,41205353.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1526,1998298.000000000000000,0.000000000000000,,0.000000000000000,,,1612484879000,,,0,E,3.000000000000000,O,-88.137720000000002,,,C,0,321912,{E4EF714A-451B-62C0-1C7A-0B19B8E144AC},,,,C,,1004700.000000000000000,true,,,,1,0,212.000000000000000,TRUCK 1,41.774679999999996,6312730.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1527,1239183.000000000000000,4.000000000000000,,31.000000000000000,,0,1612484880000,,0,1,E,9.000000000000000,S,-88.167280000000005,C,,C,300,321935,{B1A31FD8-50A9-F54F-3874-60FFE09451C9},,,,C,,691231.000000000000000,true,,,,1,5,178.000000000000000,LL450322,41.802999999999997,3156596.000000000000000,PWT1,0,,SALT,34.000000000000000,12.0
1528,5056965.000000000000000,4.000000000000000,,32.000000000000000,,0,1612484880000,,0,,E,8.000000000000000,S,-88.167320000000004,C,,C,150,321913,{1B329494-A53F-BC32-3E59-0CCDA589EFA5},,,,,,2786104.000000000000000,true,,,,1,2,178.000000000000000,TRUCK 1,41.803280000000001,18131425.000000000000000,,0,,SALT,32.000000000000000,
1529,986022.000000000000000,4.000000000000000,,32.000000000000000,,,1612484896000,,,,E,12.000000000000000,S,-87.939580000000007,,,C,400,321965,{CC453A47-F882-2BA6-0706-AEB5096BA3E6},,,,,,441591.000000000000000,true,,,,,7,178.000000000000000,H61,41.966780000000000,6190725.000000000000000,,,,SALT,32.000000000000000,20.0
1530,1492288.000000000000000,6.000000000000000,,0.000000000000000,,,1612484904000,,,0,E,7.000000000000000,S,-88.030969999999996,,,C,200,321977,{711319D5-6DD2-B686-3FF9-0B79D3FD45C3},,,,C,,575331.000000000000000,true,,,,1,3,278.000000000000000,H_60,41.750749999999996,6688580.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1531,7136881.000000000000000,0.000000000000000,,0.000000000000000,,,1612484904000,,,0,E,9.000000000000000,O,-88.056070000000005,,,C,0,321979,{F323C44E-ED48-2111-0ECA-54A05F23ACF8},,,,C,,766598.000000000000000,true,,,,1,0,44.000000000000000,H 69,41.765419999999999,41205462.000000000000000,PWT1,0,,SALT,0.000000000000000,0
1532,1140596.000000000000000,2.000000000000000,,0.000000000000000,,,1612484904000,,,,E,7.000000000000000,S,-88.031229999999994,,,M,40,321960,{06DDCECD-1445-1AE6-6986-AAC3EABD539F},,,,,,555947.000000000000000,true,,,,,4,288.000000000000000,H81,41.750770000000003,6523474.000000000000000,,,,SALT,0.000000000000000,
1533,694793.000000000000000,2.000000000000000,,-63.000000000000000,,,1612484905000,,,,E,2.000000000000000,S,-88.050780000000003,,,C,200,321974,{2C2165A8-94C7-38A7-1EA4-9252A57B29FB},,,,,,322629.000000000000000,true,,,,,3,42.000000000000000,H80,41.940550000000002,4385404.000000000000000,,,,SALT,91.000000000000000,10
1534,1415690.000000000000000,4.000000000000000,,34.000000000000000,,,1612484905000,,,,E,11.000000000000000,S,-87.939700000000002,,,M,30,321969,{1C20154B-0E75-B19E-F63B-342CEE93C41F},,,,,,712724.000000000000000,true,,,,,3,178.000000000000000,JHJW4376,41.966050000000003,8410215.000000000000000,,,,SALT,32.000000000000000,0
1535,1239232.000000000000000,4.000000000000000,,31.000000000000000,,0,1612484905000,,0,1,E,1.000000000000000,S,-88.167299999999997,C,,C,300,321948,{DEF02F2F-415E-2EAE-0A56-7CA7AF5C80D2},,,,C,,691249.000000000000000,true,,,,1,5,182.000000000000000,LL450322,41.801819999999999,3156709.000000000000000,PWT1,0,,SALT,34.000000000000000,12.0
1536,843802.000000000000000,5.000000000000000,,30.000000000000000,,,1612484906000,,,,E,3.000000000000000,S,-88.191850000000002,,,C,300,321975,{38AE08FC-5539-140F-7989-F952CAFF0FA5},,,,,,441147.000000000000000,true,,,,,5,102.000000000000000,H82,41.807180000000002,4320844.000000000000000,,,,SALT,31.000000000000000,0
